Symbol,Description,Price,Price - Currency,Price Change % 1 day,Volume 1 day,Relative Volume 1 day,Market capitalization,Market capitalization - Currency,Sector,Analyst Rating,Exponential Moving Average (8) 1 week,Exponential Moving Average (13) 1 week,Exponential Moving Average (21) 1 week,Change from Open % 1 week,Performance % 1 month,Performance % YTD,SMA 5,SMA 20,SMA 50,SMA 200,PE Ratio TTM,EPS Forecast Next Qtr,EPS Growth YoY TTM
NVDA,NVIDIA Corporation,196.51,USD,3.8032856161850868,159751339,1.0681758494402542,4775192938417.663,USD,Electronic technology,Strong buy,183.59693317017116,182.85546773228907,181.78819269837794,5.633499973122609,6.2675751676400635,3.5162114467827235,188.08799999999997,178.53800000000004,182.12139999999982,181.12434999999996,40.09099069691529,1.764597,66.7494471848954
GOOGL,Alphabet Inc.,332.91,USD,3.610220659176503,26765771,1.0083291313295275,4015380125031.6523,USD,Technology services,Strong buy,310.00479767978766,308.0882796038372,301.4620940120885,4.974222334337123,8.436207289664845,5.052066898075118,321.45399999999984,301.61850000000015,307.9045999999997,270.0988000000002,30.808169611045823,2.621242,34.30151628138206
GOOG,Alphabet Inc.,330.58,USD,3.561918486262963,18477629,1.0553633132023026,4013508190159.9873,USD,Technology services,Strong buy,308.7791614204145,307.25813134347817,301.03510122176436,4.806290025997074,7.801927247232236,4.090179161812403,319.32399999999996,300.00550000000004,307.31399999999996,270.4669000000001,30.592546664322267,2.621054,34.30151628138206
AAPL,Apple Inc.,258.83,USD,-0.14274691358024866,47984450,1.2114902083075778,3799919554162.2573,USD,Electronic technology,Strong buy,256.99524948097326,257.84958006499073,257.4912951936414,-0.34651368729066107,1.3112572412713301,-4.931038915722397,259.58000000000004,254.03949999999995,260.8828000000001,251.21179999999993,32.74753915837951,1.934971,25.648607401755065
MSFT,Microsoft Corporation,393.11,USD,2.2738507167572934,37039622,1.2316018862401485,2919088942253.165,USD,Technology services,Strong buy,387.884649583695,400.93163812497676,418.9802155122809,5.220754540222961,-1.9675810473815427,-18.843481941017988,379.15,376.2244999999998,392.1576000000004,473.1121000000003,24.595661613349268,4.053081,28.732401172718202
AMZN,"Amazon.com, Inc.",249.02,USD,3.805911042561184,72343832,1.5138084958166764,2673209995327.3647,USD,Retail trade,Strong buy,223.46991994913319,221.77036213514478,221.8735505534682,4.872604758896619,18.804417833544058,7.642431053860122,236.4380000000002,215.67399999999992,213.56020000000018,225.15645,34.72016954351524,1.627824,29.884099963781235
AVGO,Broadcom Inc.,380.78,USD,0.2712310730743839,23277003,0.9807365039054096,1802866869140.813,USD,Electronic technology,Strong buy,341.6494021930706,338.12540621814213,335.3855353162741,3.0081696694259445,12.763563136697455,7.938487704627595,367.52400000000017,327.7137499999998,328.5828999999995,331.2615250000001,74.27824594257177,2.38398,147.2579945015193
META,"Meta Platforms, Inc.",662.49,USD,4.40641104439507,17632647,0.9777713785787756,1675805267693.0122,USD,Technology services,Strong buy,620.0212842364139,626.1526143254796,636.7006329621048,5.240667196187452,6.186988090849352,-0.035459655211439685,633.5379999999996,594.0895000000006,630.4522000000002,682.0253250000004,28.201984598291254,6.639016,-1.8041592642909376
TSLA,"Tesla, Inc.",364.2,USD,3.342602576471248,58908816,0.8851357736691039,1366635744502.7727,USD,Consumer durables,Buy,374.33776094555856,386.36052658673685,394.6965508657249,4.037821547426904,-8.75953553041976,-20.445609436435127,350.8879999999994,367.34349999999955,391.6986999999998,397.6700249999999,338.47583643122675,0.37698,-47.21091105332875
BRK.A,Berkshire Hathaway Inc.,716783.17,USD,-0.5503753035032893,186,1.1117752540346681,1029710414577.021,USD,Finance,Buy,724203.9044376486,729266.310489441,733523.067776629,-0.4052841461720103,-3.1374081505055087,-4.428910666666661,721185.7299999993,719027.1835000005,734177.0822000009,735716.5575999994,15.393830704476505,7665.353448,-24.793607676757496
BRK.B,Berkshire Hathaway Inc. New,477.54,USD,-0.5518648868156307,4849187,1.3175559309996836,1029694991296.5935,USD,Finance,Buy,482.59832227301456,485.9412973604678,488.7551116631369,-0.28398413029859193,-3.1987351009486686,-4.675023954008296,480.5159999999998,479.27399999999943,489.4708000000001,490.3501000000005,15.383673732362606,5.112791,-24.793704785855137
WMT,Walmart Inc.,125.05,USD,0.38532551978807417,15301317,1.0305029351551642,996948910643.6252,USD,Retail trade,Strong buy,124.52971937028417,123.0925642850706,120.12877480526485,-0.9818671312059617,-0.27115399952149566,12.227956024231545,126.55599999999995,123.92199999999995,125.66160000000015,110.29895000000013,45.810894970143245,0.6582,13.38317757009344
LLY,Eli Lilly and Company,922.5,USD,-0.7584314991124689,2356616,0.8748872568446395,871595375516.5,USD,Health technology,Strong buy,948.8424977295807,964.0386428267088,964.1336493662271,-1.8585699543602483,-5.8798322671482355,-14.297658862876261,940.0019999999997,921.619,981.7126000000019,903.3372999999997,40.83755727218398,7.033851,96.61679330844018
