Symbol,Description,Price,Price - Currency,Price Change % 1 day,Volume 1 day,Relative Volume 1 day,Market capitalization,Market capitalization - Currency,Sector,Analyst Rating,Exponential Moving Average (8) 1 week,Exponential Moving Average (13) 1 week,Exponential Moving Average (21) 1 week,Change from Open % 1 week,Performance % 1 month,Performance % YTD,SMA 5,SMA 20,SMA 50,SMA 200,PE Ratio TTM,EPS Forecast Next Qtr
SPY,SPDR S&P 500 ETF TRUST,655.38,USD,1.0500023127804161,134801884,1.3255700852592207,0,USD,Miscellaneous,,668.487363759721,672.5209088076039,671.577163934121,-0.4087711033780683,-3.9482940555751043,-4.423152644704035,659.1939999999996,674.3224999999995,683.2081999999994,660.6615000000004,,
QQQ,"Invesco QQQ Trust, Series 1",588.0,USD,1.0205133491392735,89934407,1.3443428225085121,0,USD,Miscellaneous,,597.6236322740885,601.6837108523825,601.3791347760479,-0.4267425320056868,-2.019596080783844,-5.170467374125076,592.2579999999998,602.3015,610.2987999999996,593.1248499999998,,
