Symbol,Description,Price,Price - Currency,Price Change % 1 day,Volume 1 day,Relative Volume 1 day,Market capitalization,Market capitalization - Currency,Sector,Analyst Rating,Exponential Moving Average (8) 1 week,Exponential Moving Average (13) 1 week,Exponential Moving Average (21) 1 week,Change from Open % 1 week,Performance % 1 month
NVDA,NVIDIA Corporation,181.15,USD,-1.1945020181084312,17461630,0.07894342046445162,4401944912073.976,USD,Electronic technology,Strong buy,183.7665872288667,183.96366381495122,182.1836204076584,3.5083709502314235,0.941714030981833
AAPL,Apple Inc.,255.533,USD,-1.8275769334204284,4025396,0.09260642190630677,3751515780940.7017,USD,Electronic technology,Buy,261.800561527898,262.1779206271515,259.7059954563607,-2.620708052284607,-6.152377104871747
GOOG,Alphabet Inc.,297.35,USD,-1.1830779967432128,1814313,0.07985613129512732,3596845595243.638,USD,Technology services,Strong buy,312.2605840535438,309.70755891449295,298.4203905391665,-1.8533493967949937,-13.499440008145328
GOOGL,Alphabet Inc.,297.29,USD,-1.1931667109811137,3208185,0.08990022818629566,3596478375271.2627,USD,Technology services,Strong buy,312.0935957841604,309.4075418252218,297.9839467383313,-1.9572924396075528,-13.316421740144614
MSFT,Microsoft Corporation,412.55,USD,0.4553423590143188,3691488,0.09489195059440379,3063443150639.0415,USD,Technology services,Strong buy,420.19549301044873,435.4364276110798,450.52814189951545,5.0133000725458485,0.3771289537712923
AMZN,"Amazon.com, Inc.",216.665,USD,-1.0390974696263842,4709128,0.09197768743284343,2325881662395.727,USD,Retail trade,Strong buy,217.82820691603902,221.12257594755388,222.9722571811436,5.922757272060611,-9.292053922799976
META,"Meta Platforms, Inc.",641.29,USD,-2.9186914331562264,1710077,0.1463758325242795,1622178632757.0303,USD,Technology services,Strong buy,652.608329204249,656.264076062636,661.9706389864339,0.6481888379684845,-6.752650022537923
AVGO,Broadcom Inc.,333.995,USD,0.368122126393612,2994757,0.10997113506353152,1583561732560.3306,USD,Electronic technology,Strong buy,332.61917527559734,335.7060556691757,334.13085950497936,7.963214378070853,4.533504428656385
TSLA,"Tesla, Inc.",395.185,USD,-2.5557884354580223,6494509,0.11018667633039206,1482904749746.101,USD,Consumer durables,Buy,415.7730847804508,420.83055741359567,417.9724591027799,1.1738351254480233,-6.01127336726442
BRK.A,Berkshire Hathaway Inc.,744119.04,USD,-0.8832315528779938,25,0.1272264631043257,1070071768150.1317,USD,Finance,Buy,746846.3876389525,746065.4955945517,745043.6061414991,0.6465288588861182,0.6101065739036817
BRK.B,Berkshire Hathaway Inc. New,495.855,USD,-0.9082733812949559,415501,0.07298286303266165,1069801414767.6345,USD,Finance,Buy,497.4244863334894,496.91032282521235,496.27597492396757,0.12721490231712765,0.011093182734975155
