Symbol,Description,Price,Price - Currency,Price Change % 1 day,Volume 1 day,Relative Volume 1 day,Market capitalization,Market capitalization - Currency,Sector,Analyst Rating,Exponential Moving Average (8) 1 week,Exponential Moving Average (13) 1 week,Exponential Moving Average (21) 1 week,Change from Open % 1 week,Performance % 1 month,PE Ratio TTM,EPS Forecast Next Qtr
SPY,SPDR S&P 500 ETF TRUST,659.8,USD,-0.24643575283854613,109924710,1.217041718875274,0,USD,Miscellaneous,,674.7278803894825,676.9820126564903,674.2177894184422,-1.283700888716006,-2.990560766900937,,
QQQ,"Invesco QQQ Trust, Series 1",593.02,USD,-0.3160194990754741,74531651,1.1324656046225283,0,USD,Miscellaneous,,602.8087970508122,605.530043613494,603.7134118900162,-1.1699220051996504,-0.8949237518278702,,
