Symbol,Description,Price,Price - Currency,Price Change % 1 day,Volume 1 day,Relative Volume 1 day,Market capitalization,Market capitalization - Currency,Sector,Analyst Rating,Exponential Moving Average (8) 1 week,Exponential Moving Average (13) 1 week,Exponential Moving Average (21) 1 week,Change from Open % 1 week,Performance % 1 month,PE Ratio TTM,EPS Forecast Next Qtr
SPY,SPDR S&P 500 ETF TRUST,670.79,USD,0.26306742597491756,86098827,0.9734911899559994,0,USD,Miscellaneous,,677.1701026117047,678.5520126564902,675.2168803275331,0.36057332655075974,-1.5989672725139126,,
QQQ,"Invesco QQQ Trust, Series 1",603.31,USD,0.48802425130749694,46718858,0.6768106068294754,0,USD,Miscellaneous,,605.0954637174789,607.000043613494,604.6488664354708,0.5449636690887244,0.47965624635677695,,
